Year_Month,Travel_Mode,Card_type,Trip
2019-10,Metro,Free Travel,1993.975411
2019-10,Metro,School Student,58308.790112
2019-10,Metro,Senior/Pensioner,139063.828109
2019-10,Metro,Sgl Trip Rail Adult,7918.73612
2019-10,Metro,Sgl Trip Rail Child/Youth,5121.971302
2019-10,Train,Adult,24651070
2019-10,Train,CTP,2485677
2019-10,Train,Child/Youth,1238755
2019-10,Train,Concession,2075291
2019-10,Train,Day Pass Child/Youth w/o SAF,258
2019-10,Train,Day Pass without SAF,895
2019-10,Train,Employee,353157
2019-10,Train,Free Travel,36726
2019-10,Train,School Student,771963
2019-10,Train,Senior/Pensioner,3130129
2019-10,Train,Sgl Trip Rail Adult,201464
2019-10,Train,Sgl Trip Rail Child/Youth,53099
2019-11,Bus,Adult,14719303
2019-11,Bus,Adult Single Bus Trip 1,52753
2019-11,Bus,Adult Single Bus Trip 2,27310
2019-11,Bus,Adult Single Bus Trip 3,7189
2019-11,Bus,CTP,2036680
2019-11,Bus,Child/Youth,1273847
2019-11,Bus,Child/Youth Single Bus Trip 1,14456
2019-11,Bus,Child/Youth Single Bus Trip 2,8991
2019-11,Bus,Child/Youth Single Bus Trip 3,2881
2019-11,Bus,Concession,1511797
2019-11,Bus,Day Pass Child/Youth w/o SAF,81
2019-11,Bus,Day Pass without SAF,998
2019-11,Bus,Employee,95973
2019-11,Bus,Free Travel,42709
2019-11,Bus,On Demand,26304
2019-11,Bus,School Student,2787603
2019-11,Bus,Senior/Pensioner,4444174
2019-11,Ferry,Adult,754173
2019-11,Ferry,CTP,169582
2019-11,Ferry,Child/Youth,73879
2019-11,Ferry,Concession,20952
2019-11,Ferry,Day Pass Child/Youth w/o SAF,431
2019-11,Ferry,Day Pass without SAF,111
2019-11,Ferry,Employee,5303
2019-11,Ferry,Free Travel,2126
2019-11,Ferry,School Student,3425
2019-11,Ferry,Senior/Pensioner,194361
2019-11,Ferry,Sgl Trip Ferry Adult,36807
2019-11,Ferry,Sgl Trip Ferry Child/Youth,5826
2019-11,Light rail,Adult,613974
2019-11,Light rail,CTP,98306
2019-11,Light rail,Child/Youth,46507
2019-11,Light rail,Concession,32785
2019-11,Light rail,Day Pass without SAF,18
2019-11,Light rail,Employee,1751
2019-11,Light rail,Free Travel,1328
2019-11,Light rail,School Student,9377
2019-11,Light rail,Senior/Pensioner,170285
2019-11,Light rail,Sgl Trip LR Adult,1971
2019-11,Light rail,Sgl Trip LR Child/Youth,508
2019-11,Metro,Adult,1368787
2019-11,Metro,CTP,174479
2019-11,Metro,Child/Youth,92154
2019-11,Metro,Concession,168049
2019-11,Metro,Day Pass Child/Youth w/o SAF,5
2019-11,Metro,Day Pass without SAF,17
2019-11,Metro,Employee,9411
2019-11,Metro,Free Travel,1906
2019-11,Metro,School Student,92178
2019-11,Metro,Senior/Pensioner,130042
2019-11,Metro,Sgl Trip Rail Adult,7271
2019-11,Metro,Sgl Trip Rail Child/Youth,3238
2019-11,Train,Adult,23606323
2019-11,Train,CTP,3041703
2019-11,Train,Child/Youth,975672
2019-11,Train,Concession,1706591
2019-11,Train,Day Pass Child/Youth w/o SAF,429
2019-11,Train,Day Pass without SAF,1006
2019-11,Train,Employee,350623
2019-11,Train,Free Travel,35204
2019-11,Train,School Student,1140317
2019-11,Train,Senior/Pensioner,3041509
2019-11,Train,Sgl Trip Rail Adult,199332
2019-11,Train,Sgl Trip Rail Child/Youth,38441
2019-12,Bus,Adult,12722252
2019-12,Bus,Adult Single Bus Trip 1,51990
2019-12,Bus,Adult Single Bus Trip 2,27391
2019-12,Bus,Adult Single Bus Trip 3,7586
2019-12,Bus,CTP,2232214
2019-12,Bus,Child/Youth,1447321
2019-12,Bus,Child/Youth Single Bus Trip 1,17165
2019-12,Bus,Child/Youth Single Bus Trip 2,13106
2019-12,Bus,Child/Youth Single Bus Trip 3,4314
2019-12,Bus,Concession,1033031
2019-12,Bus,Day Pass Child/Youth w/o SAF,84
2019-12,Bus,Day Pass without SAF,850
2019-12,Bus,Employee,89096
2019-12,Bus,Free Travel,39503
2019-12,Bus,On Demand,23818
2019-12,Bus,School Student,1307381
2019-12,Bus,Senior/Pensioner,4182665
2019-12,Ferry,Adult,830422
2019-12,Ferry,CTP,216150
2019-12,Ferry,Child/Youth,132933
2019-12,Ferry,Concession,23086
2019-12,Ferry,Day Pass Child/Youth w/o SAF,25
2019-12,Ferry,Day Pass without SAF,79
2019-12,Ferry,Employee,5047
2019-12,Ferry,Free Travel,2168
2019-12,Ferry,School Student,2510
2019-12,Ferry,Senior/Pensioner,182312
2019-12,Ferry,Sgl Trip Ferry Adult,47920
2019-12,Ferry,Sgl Trip Ferry Child/Youth,15074
2019-12,Light rail,Adult,1023861
2019-12,Light rail,CTP,203419
2019-12,Light rail,Child/Youth,118039
2019-12,Light rail,Concession,46274
2019-12,Light rail,Day Pass without SAF,16
2019-12,Light rail,Employee,3226
2019-12,Light rail,Free Travel,2233
2019-12,Light rail,School Student,7486
2019-12,Light rail,Senior/Pensioner,268570
2019-12,Light rail,Sgl Trip LR Adult,7585
2019-12,Light rail,Sgl Trip LR Child/Youth,2907
2019-12,Metro,Adult,1240804
2019-12,Metro,CTP,191824
2019-12,Metro,Child/Youth,151506
2019-12,Metro,Concession,117858
2019-12,Metro,Day Pass without SAF,7
2019-12,Metro,Employee,9472
2019-12,Metro,Free Travel,1910
2019-12,Metro,School Student,51793
2019-12,Metro,Senior/Pensioner,140387
2019-12,Metro,Sgl Trip Rail Adult,10143
2019-12,Metro,Sgl Trip Rail Child/Youth,7114
2019-12,Train,Adult,20632690
2019-12,Train,CTP,3082829
2019-12,Train,Child/Youth,1248962
2019-12,Train,Concession,1293890
2019-12,Train,Day Pass Child/Youth w/o SAF,103
2019-12,Train,Day Pass without SAF,841
2019-12,Train,Employee,313184
2019-12,Train,Free Travel,30754
2019-12,Train,School Student,539145
2019-12,Train,Senior/Pensioner,2856582
2019-12,Train,Sgl Trip Rail Adult,212735
2019-12,Train,Sgl Trip Rail Child/Youth,63435
2020-01,Bus,Adult,12404965
2020-01,Bus,Adult Single Bus Trip 1,49458
2020-01,Bus,Adult Single Bus Trip 2,25989
2020-01,Bus,Adult Single Bus Trip 3,7329
2020-01,Bus,CTP,2628423
2020-01,Bus,Child/Youth,1611069
2020-01,Bus,Child/Youth Single Bus Trip 1,18956
2020-01,Bus,Child/Youth Single Bus Trip 2,14724
2020-01,Bus,Child/Youth Single Bus Trip 3,5103
2020-01,Bus,Concession,910944
2020-01,Bus,Day Pass Child/Youth w/o SAF,67
2020-01,Bus,Day Pass without SAF,908
2020-01,Bus,Employee,86718
2020-01,Bus,Free Travel,38216
2020-01,Bus,On Demand,25607
2020-01,Bus,School Student,336070
2020-01,Bus,Senior/Pensioner,3965486
2020-01,Ferry,Adult,803124
2020-01,Ferry,CTP,232669
2020-01,Ferry,Child/Youth,180915
2020-01,Ferry,Concession,22170
2020-01,Ferry,Day Pass Child/Youth w/o SAF,4
2020-01,Ferry,Day Pass without SAF,29
2020-01,Ferry,Employee,5270
2020-01,Ferry,Free Travel,2192
2020-01,Ferry,School Student,914
2020-01,Ferry,Senior/Pensioner,208272
2020-01,Ferry,Sgl Trip Ferry Adult,48444
2020-01,Ferry,Sgl Trip Ferry Child/Youth,18322
2020-01,Light rail,Adult,1287340
2020-01,Light rail,CTP,288022
2020-01,Light rail,Child/Youth,185322
2020-01,Light rail,Concession,59744
2020-01,Light rail,Day Pass Child/Youth w/o SAF,2
2020-01,Light rail,Day Pass without SAF,24
2020-01,Light rail,Employee,3301
2020-01,Light rail,Free Travel,2769
2020-01,Light rail,School Student,5056
2020-01,Light rail,Senior/Pensioner,334259
2020-01,Light rail,Sgl Trip LR Adult,10700
2020-01,Light rail,Sgl Trip LR Child/Youth,4367
2020-01,Metro,Adult,1222213
2020-01,Metro,CTP,198421
2020-01,Metro,Child/Youth,173317
2020-01,Metro,Concession,108098
2020-01,Metro,Day Pass Child/Youth w/o SAF,2
2020-01,Metro,Day Pass without SAF,13
2020-01,Metro,Employee,8277
2020-01,Metro,Free Travel,1600
2020-01,Metro,School Student,9594
2020-01,Metro,Senior/Pensioner,130685
2020-01,Metro,Sgl Trip Rail Adult,7000
2020-01,Metro,Sgl Trip Rail Child/Youth,6226
2020-01,Train,Adult,20047422
2020-01,Train,CTP,3416625
2020-01,Train,Child/Youth,1383839
2020-01,Train,Concession,1177198
2020-01,Train,Day Pass Child/Youth w/o SAF,66
2020-01,Train,Day Pass without SAF,886
2020-01,Train,Employee,303539
2020-01,Train,Free Travel,29692
2020-01,Train,School Student,135534
2020-01,Train,Senior/Pensioner,2660591
2020-01,Train,Sgl Trip Rail Adult,176497
2020-01,Train,Sgl Trip Rail Child/Youth,67572
2020-02,Bus,Adult,12587420
2020-02,Bus,Adult Single Bus Trip 1,46306
2020-02,Bus,Adult Single Bus Trip 2,23497
2020-02,Bus,Adult Single Bus Trip 3,6781
2020-02,Bus,CTP,2889541
2020-02,Bus,Child/Youth,1267671
2020-02,Bus,Child/Youth Single Bus Trip 1,11037
2020-02,Bus,Child/Youth Single Bus Trip 2,7638
2020-02,Bus,Child/Youth Single Bus Trip 3,2825
2020-02,Bus,Concession,1322299
2020-02,Bus,Day Pass Child/Youth w/o SAF,48
2020-02,Bus,Day Pass without SAF,1070
2020-02,Bus,Employee,88938
2020-02,Bus,Free Travel,39465
2020-02,Bus,On Demand,25615
2020-02,Bus,School Student,2961680
2020-02,Bus,Senior/Pensioner,3924662
2020-02,Ferry,Adult,594851
2020-02,Ferry,CTP,192978
2020-02,Ferry,Child/Youth,47403
2020-02,Ferry,Concession,19386
2020-02,Ferry,Day Pass without SAF,21
2020-02,Ferry,Employee,4206
2020-02,Ferry,Free Travel,1854
2020-02,Ferry,School Student,6360
2020-02,Ferry,Senior/Pensioner,160799
2020-02,Ferry,Sgl Trip Ferry Adult,31263
2020-02,Ferry,Sgl Trip Ferry Child/Youth,4187
2020-02,Light rail,Adult,1153361
2020-02,Light rail,CTP,288259
2020-02,Light rail,Child/Youth,74902
2020-02,Light rail,Concession,90573
2020-02,Light rail,Day Pass without SAF,61
2020-02,Light rail,Employee,2953
2020-02,Light rail,Free Travel,2461
2020-02,Light rail,School Student,50375
2020-02,Light rail,Senior/Pensioner,279333
2020-02,Light rail,Sgl Trip LR Adult,7394
2020-02,Light rail,Sgl Trip LR Child/Youth,1087
2020-02,Metro,Adult,1210442
2020-02,Metro,CTP,213212
2020-02,Metro,Child/Youth,104015
2020-02,Metro,Concession,148953
2020-02,Metro,Day Pass without SAF,25
2020-02,Metro,Employee,9771
2020-02,Metro,Free Travel,1583
2020-02,Metro,School Student,95832
2020-02,Metro,Senior/Pensioner,107389
2020-02,Metro,Sgl Trip Rail Adult,5660
2020-02,Metro,Sgl Trip Rail Child/Youth,3213
2020-02,Train,Adult,19921172
2020-02,Train,CTP,3621285
2020-02,Train,Child/Youth,851652
2020-02,Train,Concession,1536386
2020-02,Train,Day Pass Child/Youth w/o SAF,38
2020-02,Train,Day Pass without SAF,1062
2020-02,Train,Employee,314197
2020-02,Train,Free Travel,31272
2020-02,Train,School Student,1164671
2020-02,Train,Senior/Pensioner,2533490
2020-02,Train,Sgl Trip Rail Adult,159957
2020-02,Train,Sgl Trip Rail Child/Youth,33628
2020-03,Bus,Adult,9373131
2020-03,Bus,Adult Single Bus Trip 1,27590
2020-03,Bus,Adult Single Bus Trip 2,13872
2020-03,Bus,Adult Single Bus Trip 3,4215
2020-03,Bus,CTP,2271222
2020-03,Bus,Child/Youth,831831
2020-03,Bus,Child/Youth Single Bus Trip 1,6788
2020-03,Bus,Child/Youth Single Bus Trip 2,4348
2020-03,Bus,Child/Youth Single Bus Trip 3,1689
2020-03,Bus,Concession,1281861
2020-03,Bus,Day Pass Child/Youth w/o SAF,61
2020-03,Bus,Day Pass without SAF,953
2020-03,Bus,Employee,74277
2020-03,Bus,Free Travel,30754
2020-03,Bus,On Demand,19475
2020-03,Bus,School Student,2180536
2020-03,Bus,Senior/Pensioner,3068966
2020-03,Ferry,Adult,379294
2020-03,Ferry,CTP,132810
2020-03,Ferry,Child/Youth,26660
2020-03,Ferry,Concession,14976
2020-03,Ferry,Day Pass without SAF,17
2020-03,Ferry,Employee,2832
2020-03,Ferry,Free Travel,1216
2020-03,Ferry,School Student,5374
2020-03,Ferry,Senior/Pensioner,95471
2020-03,Ferry,Sgl Trip Ferry Adult,16082
2020-03,Ferry,Sgl Trip Ferry Child/Youth,2533
2020-03,Light rail,Adult,750599
2020-03,Light rail,CTP,194518
2020-03,Light rail,Child/Youth,36004
2020-03,Light rail,Concession,74522
2020-03,Light rail,Day Pass Child/Youth w/o SAF,1
2020-03,Light rail,Day Pass without SAF,20
2020-03,Light rail,Employee,2236
2020-03,Light rail,Free Travel,1552
2020-03,Light rail,School Student,35191
2020-03,Light rail,Senior/Pensioner,164755
2020-03,Light rail,Sgl Trip LR Adult,4738
2020-03,Light rail,Sgl Trip LR Child/Youth,547
2020-03,Metro,Adult,870038
2020-03,Metro,CTP,161357
2020-03,Metro,Child/Youth,58273
2020-03,Metro,Concession,169730
2020-03,Metro,Day Pass without SAF,17
2020-03,Metro,Employee,8133
2020-03,Metro,Free Travel,1152
2020-03,Metro,School Student,67738
2020-03,Metro,Senior/Pensioner,66483
2020-03,Metro,Sgl Trip Rail Adult,3309
2020-03,Metro,Sgl Trip Rail Child/Youth,2270
2020-03,Train,Adult,14771583
2020-03,Train,CTP,2677062
2020-03,Train,Child/Youth,509401
2020-03,Train,Concession,1470619
2020-03,Train,Day Pass Child/Youth w/o SAF,70
2020-03,Train,Day Pass without SAF,915
2020-03,Train,Employee,277750
2020-03,Train,Free Travel,22363
2020-03,Train,School Student,854274
2020-03,Train,Senior/Pensioner,1801124
2020-03,Train,Sgl Trip Rail Adult,97199
2020-03,Train,Sgl Trip Rail Child/Youth,23918
2020-04,Bus,Adult,3003345
2020-04,Bus,Adult Single Bus Trip 1,153
2020-04,Bus,Adult Single Bus Trip 2,71
2020-04,Bus,Adult Single Bus Trip 3,23
2020-04,Bus,CTP,734339
2020-04,Bus,Child/Youth,156022
2020-04,Bus,Child/Youth Single Bus Trip 1,19
2020-04,Bus,Child/Youth Single Bus Trip 2,15
2020-04,Bus,Child/Youth Single Bus Trip 3,7
2020-04,Bus,Concession,180150
2020-04,Bus,Day Pass Child/Youth w/o SAF,6
2020-04,Bus,Day Pass without SAF,444
2020-04,Bus,Employee,34370
2020-04,Bus,Free Travel,11618
2020-04,Bus,On Demand,7039
2020-04,Bus,School Student,28417
2020-04,Bus,Senior/Pensioner,1348784
2020-04,Ferry,Adult,46951
2020-04,Ferry,CTP,19718
2020-04,Ferry,Child/Youth,2268
2020-04,Ferry,Concession,1639
2020-04,Ferry,Day Pass without SAF,2
2020-04,Ferry,Employee,1112
2020-04,Ferry,Free Travel,348
2020-04,Ferry,School Student,89
2020-04,Ferry,Senior/Pensioner,18287
2020-04,Ferry,Sgl Trip Ferry Adult,522
2020-04,Ferry,Sgl Trip Ferry Child/Youth,294
2020-04,Light rail,Adult,146481
2020-04,Light rail,CTP,37047
2020-04,Light rail,Child/Youth,3438
2020-04,Light rail,Concession,6589
2020-04,Light rail,Day Pass without SAF,11
2020-04,Light rail,Employee,825
2020-04,Light rail,Free Travel,258
2020-04,Light rail,School Student,237
2020-04,Light rail,Senior/Pensioner,36977
2020-04,Light rail,Sgl Trip LR Adult,122
2020-04,Light rail,Sgl Trip LR Child/Youth,47
2020-04,Metro,Adult,187366
2020-04,Metro,CTP,36251
2020-04,Metro,Child/Youth,5426
2020-04,Metro,Concession,12484
2020-04,Metro,Day Pass without SAF,5
2020-04,Metro,Employee,3234
2020-04,Metro,Free Travel,194
2020-04,Metro,School Student,787
2020-04,Metro,Senior/Pensioner,15988
2020-04,Metro,Sgl Trip Rail Adult,554
2020-04,Metro,Sgl Trip Rail Child/Youth,563
2020-04,Train,Adult,4344129
2020-04,Train,CTP,703420
2020-04,Train,Child/Youth,69680
2020-04,Train,Concession,169942
2020-04,Train,Day Pass Child/Youth w/o SAF,4
2020-04,Train,Day Pass without SAF,489
2020-04,Train,Employee,155620
2020-04,Train,Free Travel,6323
2020-04,Train,School Student,7775
2020-04,Train,Senior/Pensioner,617589
2020-04,Train,Sgl Trip Rail Adult,13577
2020-04,Train,Sgl Trip Rail Child/Youth,7177
2020-05,Bus,Adult,4107310
2020-05,Bus,Adult Single Bus Trip 1,138
2020-05,Bus,Adult Single Bus Trip 2,40
2020-05,Bus,Adult Single Bus Trip 3,25
2020-05,Bus,CTP,1156729
2020-05,Bus,Child/Youth,357558
2020-05,Bus,Child/Youth Single Bus Trip 1,25
2020-05,Bus,Child/Youth Single Bus Trip 2,8
2020-05,Bus,Child/Youth Single Bus Trip 3,4
2020-05,Bus,Concession,289775
2020-05,Bus,Day Pass Child/Youth w/o SAF,1
2020-05,Bus,Day Pass without SAF,393
2020-05,Bus,Employee,41491
2020-05,Bus,Free Travel,15935
2020-05,Bus,On Demand,10192
2020-05,Bus,School Student,727918
2020-05,Bus,Senior/Pensioner,1842193
2020-05,Ferry,Adult,101720
2020-05,Ferry,CTP,44239
2020-05,Ferry,Child/Youth,7998
2020-05,Ferry,Concession,4289
2020-05,Ferry,Day Pass without SAF,2
2020-05,Ferry,Employee,1370
2020-05,Ferry,Free Travel,551
2020-05,Ferry,School Student,1919
2020-05,Ferry,Senior/Pensioner,39819
2020-05,Ferry,Sgl Trip Ferry Adult,1162
2020-05,Ferry,Sgl Trip Ferry Child/Youth,659
2020-05,Light rail,Adult,254202
2020-05,Light rail,CTP,76246
2020-05,Light rail,Child/Youth,11489
2020-05,Light rail,Concession,14619
2020-05,Light rail,Day Pass without SAF,10
2020-05,Light rail,Employee,1119
2020-05,Light rail,Free Travel,640
2020-05,Light rail,School Student,17905
2020-05,Light rail,Senior/Pensioner,67053
2020-05,Light rail,Sgl Trip LR Adult,387
2020-05,Light rail,Sgl Trip LR Child/Youth,163
2020-05,Metro,Adult,279666
2020-05,Metro,CTP,62148
2020-05,Metro,Child/Youth,18828
2020-05,Metro,Concession,23677
2020-05,Metro,Day Pass without SAF,8
2020-05,Metro,Employee,4482
2020-05,Metro,Free Travel,375
2020-05,Metro,School Student,28670
2020-05,Metro,Senior/Pensioner,29411
2020-05,Metro,Sgl Trip Rail Adult,841
2020-05,Metro,Sgl Trip Rail Child/Youth,1221
2020-05,Train,Adult,6117204
2020-05,Train,CTP,1195199
2020-05,Train,Child/Youth,199113
2020-05,Train,Concession,303299
2020-05,Train,Day Pass without SAF,446
2020-05,Train,Employee,179768
2020-05,Train,Free Travel,9664
2020-05,Train,School Student,345854
2020-05,Train,Senior/Pensioner,938107
2020-05,Train,Sgl Trip Rail Adult,21690
2020-05,Train,Sgl Trip Rail Child/Youth,13330
2020-06,Bus,Adult,5296996
2020-06,Bus,Adult Single Bus Trip 1,107
2020-06,Bus,Adult Single Bus Trip 2,61
2020-06,Bus,Adult Single Bus Trip 3,17
2020-06,Bus,CTP,1664174
2020-06,Bus,Child/Youth,605522
2020-06,Bus,Child/Youth Single Bus Trip 1,15
2020-06,Bus,Child/Youth Single Bus Trip 2,21
2020-06,Bus,Child/Youth Single Bus Trip 3,4
2020-06,Bus,Concession,456231
2020-06,Bus,Day Pass Child/Youth w/o SAF,22
2020-06,Bus,Day Pass without SAF,464
2020-06,Bus,Employee,50008
2020-06,Bus,Free Travel,21672
2020-06,Bus,On Demand,13690
2020-06,Bus,School Student,1891322
2020-06,Bus,Senior/Pensioner,2385697
2020-06,Ferry,Adult,177637
2020-06,Ferry,CTP,83342
2020-06,Ferry,Child/Youth,20127
2020-06,Ferry,Concession,9065
2020-06,Ferry,Day Pass Child/Youth w/o SAF,2
2020-06,Ferry,Day Pass without SAF,3
2020-06,Ferry,Employee,2289
2020-06,Ferry,Free Travel,1034
2020-06,Ferry,School Student,5401
2020-06,Ferry,Senior/Pensioner,72560
2020-06,Ferry,Sgl Trip Ferry Adult,3592
2020-06,Ferry,Sgl Trip Ferry Child/Youth,2299
2020-06,Light rail,Adult,406393
2020-06,Light rail,CTP,140495
2020-06,Light rail,Child/Youth,25510
2020-06,Light rail,Concession,32459
2020-06,Light rail,Day Pass without SAF,32
2020-06,Light rail,Employee,1743
2020-06,Light rail,Free Travel,1138
2020-06,Light rail,School Student,45025
2020-06,Light rail,Senior/Pensioner,118312
2020-06,Light rail,Sgl Trip LR Adult,762
2020-06,Light rail,Sgl Trip LR Child/Youth,410
2020-06,Metro,Adult,444552
2020-06,Metro,CTP,112387
2020-06,Metro,Child/Youth,46163
2020-06,Metro,Concession,48461
2020-06,Metro,Day Pass Child/Youth w/o SAF,4
2020-06,Metro,Day Pass without SAF,4
2020-06,Metro,Employee,5725
2020-06,Metro,Free Travel,734
2020-06,Metro,School Student,80422
2020-06,Metro,Senior/Pensioner,52746
2020-06,Metro,Sgl Trip Rail Adult,1921
2020-06,Metro,Sgl Trip Rail Child/Youth,2508
2020-06,Train,Adult,8357270
2020-06,Train,CTP,1900026
2020-06,Train,Child/Youth,380309
2020-06,Train,Concession,554058
2020-06,Train,Day Pass Child/Youth w/o SAF,11
2020-06,Train,Day Pass without SAF,543
2020-06,Train,Employee,203267
2020-06,Train,Free Travel,14546
2020-06,Train,School Student,936253
2020-06,Train,Senior/Pensioner,1360337
2020-06,Train,Sgl Trip Rail Adult,35863
2020-06,Train,Sgl Trip Rail Child/Youth,20187
2020-07,Bus,Adult,5980811
2020-07,Bus,Adult Single Bus Trip 1,142
2020-07,Bus,Adult Single Bus Trip 2,76
2020-07,Bus,Adult Single Bus Trip 3,18
2020-07,Bus,CTP,2013614
2020-07,Bus,Child/Youth,863848
2020-07,Bus,Child/Youth Single Bus Trip 1,34
2020-07,Bus,Child/Youth Single Bus Trip 2,31
2020-07,Bus,Child/Youth Single Bus Trip 3,5
2020-07,Bus,Concession,581048
2020-07,Bus,Day Pass Child/Youth w/o SAF,62
2020-07,Bus,Day Pass without SAF,559
2020-07,Bus,Employee,54732
2020-07,Bus,Free Travel,24073
2020-07,Bus,On Demand,16368
2020-07,Bus,School Student,1033486
2020-07,Bus,Senior/Pensioner,2563464
2020-07,Ferry,Adult,202450
2020-07,Ferry,CTP,101923
2020-07,Ferry,Child/Youth,48004
2020-07,Ferry,Concession,12344
2020-07,Ferry,Day Pass without SAF,14
2020-07,Ferry,Employee,2701
2020-07,Ferry,Free Travel,1215
2020-07,Ferry,School Student,2989
2020-07,Ferry,Senior/Pensioner,80353
2020-07,Ferry,Sgl Trip Ferry Adult,6021
2020-07,Ferry,Sgl Trip Ferry Child/Youth,5740
2020-07,Light rail,Adult,521409
2020-07,Light rail,CTP,194622
2020-07,Light rail,Child/Youth,57156
2020-07,Light rail,Concession,47485
